# t  E(t)  E(t)/E(0)  Jmax(lattice)  Jmax(physical)   M=128 Re=100 Ma=0.034 tau=0.526650
0.000000 1.92666667e-04 1.00000000e+00 1.80592488e-03 5.30098391e+00
0.199978 1.86006897e-04 9.65433721e-01 2.14197167e-03 6.28739184e+00
0.399955 1.71550031e-04 8.90398085e-01 3.00798924e-03 8.82943844e+00
0.599933 1.49245145e-04 7.74628778e-01 3.99413061e-03 1.17240879e+01
0.799910 1.25161013e-04 6.49624632e-01 4.82025068e-03 1.41490223e+01
0.999888 1.05038769e-04 5.45183923e-01 5.91515980e-03 1.73629409e+01
1.199865 9.15486123e-05 4.75165808e-01 6.95958544e-03 2.04286739e+01
1.399843 8.31412518e-05 4.31528989e-01 5.69536659e-03 1.67177755e+01
1.599821 7.68697925e-05 3.98978162e-01 4.44768849e-03 1.30554296e+01
1.799798 7.10615382e-05 3.68831513e-01 3.53113913e-03 1.03650556e+01
1.999776 6.52336994e-05 3.38583215e-01 2.94283311e-03 8.63818377e+00
2.199753 5.94550645e-05 3.08590300e-01 2.58457534e-03 7.58657930e+00
2.399731 5.39852232e-05 2.80200120e-01 2.29234688e-03 6.72879257e+00
2.599708 4.90564238e-05 2.54618116e-01 2.04194485e-03 5.99378020e+00
2.799686 4.47195072e-05 2.32108169e-01 1.97879532e-03 5.80841556e+00
2.999664 4.08809644e-05 2.12184936e-01 1.80992891e-03 5.31273705e+00
3.199641 3.74145905e-05 1.94193376e-01 1.61323981e-03 4.73538983e+00
3.399619 3.42439866e-05 1.77736955e-01 1.56376096e-03 4.59015312e+00
3.599596 3.13535109e-05 1.62734486e-01 1.49276205e-03 4.38174794e+00
3.799574 2.87583777e-05 1.49264936e-01 1.42274475e-03 4.17622412e+00
3.999551 2.64684949e-05 1.37379731e-01 1.35231705e-03 3.96949562e+00
3.999892 2.64648505e-05 1.37360816e-01 1.35218619e-03 3.96911153e+00
