# t  E/E0  Psi/Psi0  E(scaled to 2)  Psi(scaled to 800)   D_lb=512 Re=625 u0=0.020 tau=0.549152
0.000000 1.00000000e+00 1.00000000e+00 2.000000 800.0000
0.025000 9.60757534e-01 9.12971289e-01 1.921515 730.3770
0.050000 9.32531714e-01 8.83288162e-01 1.865063 706.6305
0.075000 9.05028395e-01 8.33784568e-01 1.810057 667.0277
0.100000 8.80685952e-01 7.99792246e-01 1.761372 639.8338
0.125000 8.55099540e-01 7.61134833e-01 1.710199 608.9079
0.150000 8.34255105e-01 7.18748945e-01 1.668510 574.9992
0.175000 8.08249150e-01 6.77878622e-01 1.616498 542.3029
0.200000 7.89022232e-01 6.46638614e-01 1.578044 517.3109
0.225000 7.71821826e-01 6.13893762e-01 1.543644 491.1150
0.250000 7.48777950e-01 5.82897274e-01 1.497556 466.3178
0.275000 7.29026771e-01 5.70700553e-01 1.458054 456.5604
0.300000 7.15318765e-01 5.79611544e-01 1.430638 463.6892
0.325000 6.92936857e-01 6.66741661e-01 1.385874 533.3933
0.350000 6.67766932e-01 8.84249005e-01 1.335534 707.3992
0.375000 6.32622330e-01 1.07446300e+00 1.265245 859.5704
0.400000 5.97898207e-01 9.91059181e-01 1.195796 792.8473
0.425000 5.68579133e-01 8.27444305e-01 1.137158 661.9554
0.450000 5.41226092e-01 6.57914544e-01 1.082452 526.3316
0.475000 5.25881123e-01 5.48879901e-01 1.051762 439.1039
0.500000 5.08333076e-01 4.84016339e-01 1.016666 387.2131
0.525000 4.92511572e-01 4.41411144e-01 0.985023 353.1289
0.550000 4.79186700e-01 4.12474832e-01 0.958373 329.9799
0.575000 4.66848902e-01 3.89231647e-01 0.933698 311.3853
0.600000 4.55233685e-01 3.72794232e-01 0.910467 298.2354
0.625000 4.40837328e-01 3.74261987e-01 0.881675 299.4096
0.650000 4.30461812e-01 3.72939892e-01 0.860924 298.3519
0.675000 4.19196431e-01 3.75721293e-01 0.838393 300.5770
0.700000 4.05773553e-01 3.61323625e-01 0.811547 289.0589
0.725000 3.94051003e-01 3.34693117e-01 0.788102 267.7545
0.750000 3.85086444e-01 3.14181253e-01 0.770173 251.3450
