# mid-section x=33 z=6   y_m  ux_lat  ux_mps  ux_exact_mps  uy_lat
3.84615385e-02 1.43860628e-03 1.43860628e-06 1.47928994e-06 -1.46753545e-12
1.15384615e-01 4.06463384e-03 4.06463384e-06 4.08284024e-06 -9.35040656e-12
1.92307692e-01 6.21313766e-03 6.21313766e-06 6.21301775e-06 -1.97803678e-11
2.69230769e-01 7.88414804e-03 7.88414804e-06 7.86982249e-06 -2.69170633e-11
3.46153846e-01 9.07769767e-03 9.07769767e-06 9.05325444e-06 -2.60947864e-11
4.23076923e-01 9.79381478e-03 9.79381478e-06 9.76331361e-06 -1.60847064e-11
5.00000000e-01 1.00325183e-02 1.00325183e-05 1.00000000e-05 -4.05114693e-19
5.76923077e-01 9.79381478e-03 9.79381478e-06 9.76331361e-06 1.60847055e-11
6.53846154e-01 9.07769767e-03 9.07769767e-06 9.05325444e-06 2.60947857e-11
7.30769231e-01 7.88414804e-03 7.88414804e-06 7.86982249e-06 2.69170630e-11
8.07692308e-01 6.21313766e-03 6.21313766e-06 6.21301775e-06 1.97803677e-11
8.84615385e-01 4.06463384e-03 4.06463384e-06 4.08284024e-06 9.35040654e-12
9.61538462e-01 1.43860628e-03 1.43860628e-06 1.47928994e-06 1.46753548e-12
