# y u/U  x v/U   (Ghia reference where available)  N=129 Re=100 u_lid=0.020
0.0000 0.000000 0.0000 0.000000 0.00000 0.00000
0.0547 -0.036828 0.0625 0.093298 -0.03717 0.09233
0.0625 -0.041525 0.0703 0.101961 -0.04192 0.10091
0.0703 -0.046120 0.0781 0.110024 -0.04775 0.10890
0.1016 -0.063730 0.0938 0.124523 -0.06434 0.12317
0.1719 -0.100565 0.1563 0.162557 -0.10150 0.16077
0.2813 -0.155651 0.2266 0.177085 -0.15662 0.17507
0.4531 -0.211118 0.2344 0.177305 -0.21090 0.17527
0.5000 -0.206435 0.5000 0.057301 -0.20581 0.05454
0.6172 -0.137242 0.8047 -0.250420 -0.13641 -0.24533
0.7344 0.004313 0.8594 -0.231083 0.00332 -0.22445
0.8516 0.236332 0.9063 -0.175338 0.23151 -0.16914
0.9531 0.691071 0.9453 -0.107628 0.68717 -0.10313
0.9609 0.740478 0.9531 -0.092643 0.73722 -0.08864
0.9688 0.791905 0.9609 -0.077386 0.78871 -0.07391
0.9766 0.843653 0.9688 -0.061750 0.84123 -0.05906
1.0000 1.000000 1.0000 0.000000 1.00000 0.00000
