# s  u/U(x=0.5, y=s)  v/U(x=s, y=0.5)   N=129 Re=400
0.000000 0.00000000 0.00000000
0.007812 -0.01224531 0.03036197
0.015625 -0.02413382 0.05849116
0.023438 -0.03564820 0.08405594
0.031250 -0.04684579 0.10718278
0.039062 -0.05778120 0.12801513
0.046875 -0.06850576 0.14671087
0.054688 -0.07906785 0.16344009
0.062500 -0.08951281 0.17838123
0.070312 -0.09988252 0.19171621
0.078125 -0.11021480 0.20362523
0.085938 -0.12054248 0.21428165
0.093750 -0.13089254 0.22384745
0.101562 -0.14128514 0.23246957
0.109375 -0.15173267 0.24027722
0.117188 -0.16223897 0.24738029
0.125000 -0.17279866 0.25386884
0.132812 -0.18339680 0.25981352
0.140625 -0.19400862 0.26526674
0.148438 -0.20459968 0.27026442
0.156250 -0.21512626 0.27482818
0.164062 -0.22553598 0.27896761
0.171875 -0.23576871 0.28268273
0.179688 -0.24575775 0.28596619
0.187500 -0.25543116 0.28880548
0.195312 -0.26471330 0.29118472
0.203125 -0.27352648 0.29308634
0.210938 -0.28179274 0.29449242
0.218750 -0.28943562 0.29538578
0.226562 -0.29638205 0.29575092
0.234375 -0.30256403 0.29557465
0.242188 -0.30792035 0.29484665
0.250000 -0.31239811 0.29355981
0.257812 -0.31595402 0.29171052
0.265625 -0.31855546 0.28929882
0.273438 -0.32018129 0.28632843
0.281250 -0.32082227 0.28280675
0.289062 -0.32048122 0.27874478
0.296875 -0.31917275 0.27415696
0.304688 -0.31692273 0.26906093
0.312500 -0.31376745 0.26347731
0.320312 -0.30975246 0.25742931
0.328125 -0.30493124 0.25094248
0.335938 -0.29936372 0.24404422
0.343750 -0.29311466 0.23676345
0.351562 -0.28625203 0.22913014
0.359375 -0.27884540 0.22117493
0.367188 -0.27096444 0.21292871
0.375000 -0.26267748 0.20442219
0.382812 -0.25405032 0.19568558
0.390625 -0.24514515 0.18674820
0.398438 -0.23601972 0.17763823
0.406250 -0.22672670 0.16838240
0.414062 -0.21731325 0.15900582
0.421875 -0.20782076 0.14953177
0.429688 -0.19828483 0.13998160
0.437500 -0.18873528 0.13037463
0.445312 -0.17919646 0.12072815
0.453125 -0.16968750 0.11105735
0.460938 -0.16022273 0.10137544
0.468750 -0.15081213 0.09169362
0.476562 -0.14146184 0.08202125
0.484375 -0.13217463 0.07236587
0.492188 -0.12295043 0.06273338
0.500000 -0.11378677 0.05312813
0.507812 -0.10467929 0.04355304
0.515625 -0.09562216 0.03400974
0.523438 -0.08660844 0.02449866
0.531250 -0.07763043 0.01501915
0.539062 -0.06868004 0.00556954
0.546875 -0.05974898 -0.00385278
0.554688 -0.05082906 -0.01325130
0.562500 -0.04191231 -0.02263042
0.570312 -0.03299121 -0.03199540
0.578125 -0.02405882 -0.04135245
0.585938 -0.01510881 -0.05070873
0.593750 -0.00613566 -0.06007251
0.601562 0.00286536 -0.06945323
0.609375 0.01189810 -0.07886168
0.617188 0.02096548 -0.08831012
0.625000 0.03006947 -0.09781251
0.632812 0.03921107 -0.10738463
0.640625 0.04839029 -0.11704432
0.648438 0.05760610 -0.12681160
0.656250 0.06685646 -0.13670879
0.664062 0.07613833 -0.14676061
0.671875 0.08544759 -0.15699416
0.679688 0.09477911 -0.16743871
0.687500 0.10412674 -0.17812550
0.695312 0.11348328 -0.18908714
0.703125 0.12284056 -0.20035690
0.710938 0.13218939 -0.21196757
0.718750 0.14151966 -0.22395003
0.726562 0.15082034 -0.23633130
0.734375 0.16007952 -0.24913213
0.742188 0.16928454 -0.26236404
0.750000 0.17842203 -0.27602576
0.757812 0.18747807 -0.29009909
0.765625 0.19643838 -0.30454430
0.773438 0.20528854 -0.31929504
0.781250 0.21401441 -0.33425310
0.789062 0.22260261 -0.34928318
0.796875 0.23104139 -0.36420819
0.804688 0.23932171 -0.37880551
0.812500 0.24743900 -0.39280486
0.820312 0.25539561 -0.40588845
0.828125 0.26320427 -0.41769421
0.835938 0.27089297 -0.42782266
0.843750 0.27851164 -0.43584792
0.851562 0.28614085 -0.44133316
0.859375 0.29390313 -0.44385016
0.867188 0.30197682 -0.44300230
0.875000 0.31061237 -0.43844962
0.882812 0.32015030 -0.42993429
0.890625 0.33103937 -0.41730413
0.898438 0.34385235 -0.40053185
0.906250 0.35929563 -0.37972787
0.914062 0.37820780 -0.35514499
0.921875 0.40154103 -0.32717377
0.929688 0.43031859 -0.29632883
0.937500 0.46556262 -0.26322680
0.945312 0.50818792 -0.22855779
0.953125 0.55886254 -0.19305291
0.960938 0.61784259 -0.15745024
0.968750 0.68479937 -0.12246215
0.976562 0.75866957 -0.08874563
0.984375 0.83757133 -0.05687784
0.992188 0.91886930 -0.02733257
1.000000 1.00000000 0.00000000
