# y u/U  x v/U   (Ghia reference where available)  N=129 Re=400 u_lid=0.020
0.0000 0.000000 0.0000 0.000000 0.00000 0.00000
0.0547 -0.079247 0.0625 0.178620 -0.08186 0.18360
0.0625 -0.089694 0.0703 0.191948 -0.09266 0.19713
0.0703 -0.100064 0.0781 0.203852 -0.10338 0.20920
0.1016 -0.141589 0.0938 0.224184 -0.14612 0.22965
0.1719 -0.236100 0.1563 0.275132 -0.24299 0.28124
0.2813 -0.320907 0.2266 0.295919 -0.32726 0.30203
0.4531 -0.169580 0.2344 0.295725 -0.17119 0.30174
0.5000 -0.113668 0.5000 0.053024 -0.11477 0.05186
0.6172 0.021046 0.8047 -0.378883 0.02135 -0.38598
0.7344 0.160152 0.8594 -0.443969 0.16256 -0.44993
0.8516 0.286281 0.9063 -0.379737 0.29093 -0.23827
0.9531 0.558800 0.9453 -0.228747 0.55892 -0.22847
0.9609 0.617647 0.9531 -0.193285 0.61756 -0.19254
0.9688 0.685345 0.9609 -0.157722 0.68439 -0.15663
0.9766 0.759105 0.9688 -0.122328 0.75837 -0.12146
1.0000 1.000000 1.0000 0.000000 1.00000 0.00000
