# y u/U  x v/U   (Ghia reference where available)  N=129 Re=100 u_lid=0.020
0.0000 0.000000 0.0000 0.000000 0.00000 0.00000
0.0547 -0.036854 0.0625 0.093361 -0.03717 0.09233
0.0625 -0.041555 0.0703 0.102029 -0.04192 0.10091
0.0703 -0.046153 0.0781 0.110097 -0.04775 0.10890
0.1016 -0.063777 0.0938 0.124605 -0.06434 0.12317
0.1719 -0.100637 0.1563 0.162658 -0.10150 0.16077
0.2813 -0.155744 0.2266 0.177185 -0.15662 0.17507
0.4531 -0.211165 0.2344 0.177403 -0.21090 0.17527
0.5000 -0.206452 0.5000 0.057288 -0.20581 0.05454
0.6172 -0.137183 0.8047 -0.250514 -0.13641 -0.24533
0.7344 0.004410 0.8594 -0.231167 0.00332 -0.22445
0.8516 0.236418 0.9063 -0.175401 0.23151 -0.16914
0.9531 0.691108 0.9453 -0.107667 0.68717 -0.10313
0.9609 0.740510 0.9531 -0.092676 0.73722 -0.08864
0.9688 0.791931 0.9609 -0.077413 0.78871 -0.07391
0.9766 0.843673 0.9688 -0.061772 0.84123 -0.05906
1.0000 1.000000 1.0000 0.000000 1.00000 0.00000
