# y u/U  x v/U   (Ghia reference where available)  N=129 Re=400 u_lid=0.020
0.0000 0.000000 0.0000 0.000000 0.00000 0.00000
0.0547 -0.077923 0.0625 0.175151 -0.08186 0.18360
0.0625 -0.088193 0.0703 0.188285 -0.09266 0.19713
0.0703 -0.098387 0.0781 0.200028 -0.10338 0.20920
0.1016 -0.139187 0.0938 0.220108 -0.14612 0.22965
0.1719 -0.232043 0.1563 0.270545 -0.24299 0.28124
0.2813 -0.316571 0.2266 0.291543 -0.32726 0.30203
0.4531 -0.168417 0.2344 0.291438 -0.17119 0.30174
0.5000 -0.112829 0.5000 0.053477 -0.11477 0.05186
0.6172 0.021084 0.8047 -0.375014 0.02135 -0.38598
0.7344 0.158800 0.8594 -0.438586 0.16256 -0.44993
0.8516 0.283078 0.9063 -0.374551 0.29093 -0.23827
0.9531 0.556801 0.9453 -0.225613 0.55892 -0.22847
0.9609 0.615915 0.9531 -0.190671 0.61756 -0.19254
0.9688 0.683894 0.9609 -0.155628 0.68439 -0.15663
0.9766 0.757950 0.9688 -0.120744 0.75837 -0.12146
1.0000 1.000000 1.0000 0.000000 1.00000 0.00000
