# y u/U  x v/U   (Ghia reference where available)  N=129 Re=100 u_lid=0.020
0.0000 0.000000 0.0000 0.000000 0.00000 0.00000
0.0547 -0.036699 0.0625 0.092649 -0.03717 0.09233
0.0625 -0.041379 0.0703 0.101258 -0.04192 0.10091
0.0703 -0.045956 0.0781 0.109273 -0.04775 0.10890
0.1016 -0.063494 0.0938 0.123691 -0.06434 0.12317
0.1719 -0.100140 0.1563 0.161556 -0.10150 0.16077
0.2813 -0.154835 0.2266 0.176077 -0.15662 0.17507
0.4531 -0.209735 0.2344 0.176302 -0.21090 0.17527
0.5000 -0.205043 0.5000 0.057158 -0.20581 0.05454
0.6172 -0.136236 0.8047 -0.249128 -0.13641 -0.24533
0.7344 0.004668 0.8594 -0.230064 0.00332 -0.22445
0.8516 0.236414 0.9063 -0.174705 0.23151 -0.16914
0.9531 0.691114 0.9453 -0.107326 0.68717 -0.10313
0.9609 0.740504 0.9531 -0.092399 0.73722 -0.08864
0.9688 0.791914 0.9609 -0.077196 0.78871 -0.07391
0.9766 0.843649 0.9688 -0.061610 0.84123 -0.05906
1.0000 1.000000 1.0000 0.000000 1.00000 0.00000
