# Ly tau steps t/tau_d residual err   U0=0.0050 Re=10 Lx=21 Lz=1
41 0.5615 49000 0.597561 8.9872e-11 1.16013414e-03
81 0.6215 81000 0.500000 1.6347e-14 3.25081550e-04
161 0.7415 161000 0.500000 8.5454e-15 7.26115892e-05
321 0.9815 321000 0.500000 3.8972e-15 1.55788668e-05
641 1.4615 641000 0.500000 3.6828e-15 6.19241861e-06
