# 3.4 normal plate velocity: H=200 Pe=1 tau=0.8 walls=moment
# y/H  theta_num  theta_ana
0.56000000 4.3687365918e-01 4.3687390966e-01
0.56500000 4.4198066894e-01 4.4198091963e-01
0.57000000 4.4711327774e-01 4.4711352859e-01
0.57500000 4.5227161391e-01 4.5227186486e-01
0.58000000 4.5745580640e-01 4.5745605740e-01
0.58500000 4.6266598482e-01 4.6266623581e-01
0.59000000 4.6790227942e-01 4.6790253035e-01
0.59500000 4.7316482111e-01 4.7316507193e-01
0.60000000 4.7845374145e-01 4.7845399211e-01
0.60500000 4.8376917268e-01 4.8376942311e-01
0.61000000 4.8911124767e-01 4.8911149781e-01
0.61500000 4.9448009997e-01 4.9448034978e-01
0.62000000 4.9987586382e-01 4.9987611323e-01
0.62500000 5.0529867410e-01 5.0529892306e-01
0.63000000 5.1074866639e-01 5.1074891483e-01
0.63500000 5.1622597694e-01 5.1622622481e-01
0.64000000 5.2173074268e-01 5.2173098991e-01
0.64500000 5.2726310122e-01 5.2726334776e-01
0.65000000 5.3282319089e-01 5.3282343667e-01
0.65500000 5.3841115068e-01 5.3841139565e-01
0.66000000 5.4402712030e-01 5.4402736438e-01
0.66500000 5.4967124013e-01 5.4967148328e-01
0.67000000 5.5534365130e-01 5.5534389344e-01
0.67500000 5.6104449560e-01 5.6104473667e-01
0.68000000 5.6677391557e-01 5.6677415550e-01
0.68500000 5.7253205443e-01 5.7253229316e-01
0.69000000 5.7831905614e-01 5.7831929360e-01
0.69500000 5.8413506538e-01 5.8413530151e-01
0.70000000 5.8998022755e-01 5.8998046227e-01
0.70500000 5.9585468877e-01 5.9585492203e-01
0.71000000 6.0175859592e-01 6.0175882764e-01
0.71500000 6.0769209659e-01 6.0769232670e-01
0.72000000 6.1365533911e-01 6.1365556754e-01
0.72500000 6.1964847257e-01 6.1964869926e-01
0.73000000 6.2567164681e-01 6.2567187167e-01
0.73500000 6.3172501239e-01 6.3172523536e-01
0.74000000 6.3780872066e-01 6.3780894167e-01
0.74500000 6.4392292370e-01 6.4392314267e-01
0.75000000 6.5006777438e-01 6.5006799124e-01
0.75500000 6.5624342632e-01 6.5624364099e-01
0.76000000 6.6245003390e-01 6.6245024631e-01
0.76500000 6.6868775230e-01 6.6868796237e-01
0.77000000 6.7495673746e-01 6.7495694512e-01
0.77500000 6.8125714610e-01 6.8125735127e-01
0.78000000 6.8758913574e-01 6.8758933833e-01
0.78500000 6.9395286467e-01 6.9395306462e-01
0.79000000 7.0034849200e-01 7.0034868921e-01
0.79500000 7.0677617760e-01 7.0677637201e-01
0.80000000 7.1323608218e-01 7.1323627370e-01
0.80500000 7.1972836724e-01 7.1972855578e-01
0.81000000 7.2625319508e-01 7.2625338056e-01
0.81500000 7.3281072882e-01 7.3281091116e-01
0.82000000 7.3940113241e-01 7.3940131153e-01
0.82500000 7.4602457060e-01 7.4602474641e-01
0.83000000 7.5268120898e-01 7.5268138139e-01
0.83500000 7.5937121397e-01 7.5937138290e-01
0.84000000 7.6609475281e-01 7.6609491818e-01
0.84500000 7.7285199361e-01 7.7285215532e-01
0.85000000 7.7964310529e-01 7.7964326325e-01
0.85500000 7.8646825763e-01 7.8646841175e-01
0.86000000 7.9332762126e-01 7.9332777146e-01
0.86500000 8.0022136766e-01 8.0022151384e-01
0.87000000 8.0714966918e-01 8.0714981126e-01
0.87500000 8.1411269904e-01 8.1411283690e-01
0.88000000 8.2111063129e-01 8.2111076486e-01
0.88500000 8.2814364090e-01 8.2814377008e-01
0.89000000 8.3521190370e-01 8.3521202839e-01
0.89500000 8.4231559638e-01 8.4231571649e-01
0.90000000 8.4945489654e-01 8.4945501197e-01
0.90500000 8.5662998267e-01 8.5663009332e-01
0.91000000 8.6384103414e-01 8.6384113991e-01
0.91500000 8.7108823124e-01 8.7108833203e-01
0.92000000 8.7837175513e-01 8.7837185084e-01
0.92500000 8.8569178792e-01 8.8569187845e-01
0.93000000 8.9304851260e-01 8.9304859785e-01
0.93500000 9.0044211310e-01 9.0044219296e-01
0.94000000 9.0787277425e-01 9.0787284862e-01
0.94500000 9.1534068182e-01 9.1534075059e-01
0.95000000 9.2284602251e-01 9.2284608558e-01
0.95500000 9.3038898395e-01 9.3038904122e-01
0.96000000 9.3796975473e-01 9.3796980608e-01
0.96500000 9.4558852436e-01 9.4558856968e-01
0.97000000 9.5324548331e-01 9.5324552249e-01
0.97500000 9.6094082300e-01 9.6094085594e-01
0.98000000 9.6867473583e-01 9.6867476241e-01
0.98500000 9.7644741514e-01 9.7644743524e-01
0.99000000 9.8425905524e-01 9.8425906876e-01
0.99500000 9.9210985144e-01 9.9210985826e-01
