# 3.4 normal plate velocity: H=200 Pe=1 tau=0.8 walls=abb
# y/H  theta_num  theta_ana
0.75250000 6.5315560035e-01 6.5315195634e-01
0.75750000 6.5934673011e-01 6.5934306453e-01
0.76250000 6.6556889310e-01 6.6556520577e-01
0.76750000 6.7182224488e-01 6.7181853563e-01
0.77250000 6.7810694178e-01 6.7810321044e-01
0.77750000 6.8442314092e-01 6.8441938731e-01
0.78250000 6.9077100020e-01 6.9076722415e-01
0.78750000 6.9715067833e-01 6.9714687965e-01
0.79250000 7.0356233480e-01 7.0355851331e-01
0.79750000 7.1000612989e-01 7.1000228542e-01
0.80250000 7.1648222471e-01 7.1647835706e-01
0.80750000 7.2299078116e-01 7.2298689016e-01
0.81250000 7.2953196195e-01 7.2952804741e-01
0.81750000 7.3610593061e-01 7.3610199235e-01
0.82250000 7.4271285150e-01 7.4270888932e-01
0.82750000 7.4935288979e-01 7.4934890350e-01
0.83250000 7.5602621147e-01 7.5602220090e-01
0.83750000 7.6273298339e-01 7.6272894833e-01
0.84250000 7.6947337321e-01 7.6946931348e-01
0.84750000 7.7624754945e-01 7.7624346485e-01
0.85250000 7.8305568146e-01 7.8305157179e-01
0.85750000 7.8989793944e-01 7.8989380451e-01
0.86250000 7.9677449446e-01 7.9677033406e-01
0.86750000 8.0368551842e-01 8.0368133237e-01
0.87250000 8.1063118411e-01 8.1062697219e-01
0.87750000 8.1761166516e-01 8.1760742718e-01
0.88250000 8.2462713610e-01 8.2462287185e-01
0.88750000 8.3167777230e-01 8.3167348158e-01
0.89250000 8.3876375004e-01 8.3875943263e-01
0.89750000 8.4588524646e-01 8.4588090217e-01
0.90250000 8.5304243961e-01 8.5303806822e-01
0.90750000 8.6023550841e-01 8.6023110971e-01
0.91250000 8.6746463269e-01 8.6746020648e-01
0.91750000 8.7472999318e-01 8.7472553924e-01
0.92250000 8.8203177153e-01 8.8202728963e-01
0.92750000 8.8937015026e-01 8.8936564020e-01
0.93250000 8.9674531285e-01 8.9674077441e-01
0.93750000 9.0415744367e-01 9.0415287663e-01
0.94250000 9.1160672803e-01 9.1160213217e-01
0.94750000 9.1909335216e-01 9.1908872725e-01
0.95250000 9.2661750323e-01 9.2661284905e-01
0.95750000 9.3417936934e-01 9.3417468567e-01
0.96250000 9.4177913954e-01 9.4177442615e-01
0.96750000 9.4941700383e-01 9.4941226049e-01
0.97250000 9.5709315316e-01 9.5708837963e-01
0.97750000 9.6480777942e-01 9.6480297548e-01
0.98250000 9.7256107548e-01 9.7255624091e-01
0.98750000 9.8035323519e-01 9.8034836973e-01
0.99250000 9.8818445334e-01 9.8817955677e-01
0.99750000 9.9605492572e-01 9.9604999779e-01
