# 3.4 normal plate velocity: H=200 Pe=1 tau=0.8 walls=abb
# y/H  theta_num  theta_ana
0.00250000 1.4585834348e-03 1.4567619609e-03
0.00750000 4.3830614996e-03 4.3812343935e-03
0.01250000 7.3221986023e-03 7.3203658051e-03
0.01750000 1.0276068222e-02 1.0274229674e-02
0.02250000 1.3244744205e-02 1.3242899848e-02
0.02750000 1.6228300770e-02 1.6226450542e-02
0.03250000 1.9226812506e-02 1.9224956347e-02
0.03750000 2.2240354375e-02 2.2238492225e-02
0.04250000 2.5269001718e-02 2.5267133514e-02
0.04750000 2.8312830250e-02 2.8310955930e-02
0.05250000 3.1371916068e-02 3.1370035570e-02
0.05750000 3.4446335650e-02 3.4444448911e-02
0.06250000 3.7536165856e-02 3.7534272812e-02
0.06750000 4.0641483933e-02 4.0639584521e-02
0.07250000 4.3762367513e-02 4.3760461669e-02
0.07750000 4.6898894621e-02 4.6896982278e-02
0.08250000 5.0051143669e-02 5.0049224763e-02
0.08750000 5.3219193464e-02 5.3217267929e-02
0.09250000 5.6403123208e-02 5.6401190978e-02
0.09750000 5.9603012499e-02 5.9601073507e-02
0.10250000 6.2818941336e-02 6.2816995514e-02
0.10750000 6.6050990116e-02 6.6049037397e-02
0.11250000 6.9299239642e-02 6.9297279958e-02
0.11750000 7.2563771121e-02 7.2561804402e-02
0.12250000 7.5844666166e-02 7.5842692343e-02
0.12750000 7.9142006800e-02 7.9140025803e-02
0.13250000 8.2455875458e-02 8.2453887216e-02
0.13750000 8.5786354985e-02 8.5784359429e-02
0.14250000 8.9133528646e-02 8.9131525702e-02
0.14750000 9.2497480120e-02 9.2495469717e-02
0.15250000 9.5878293505e-02 9.5876275571e-02
0.15750000 9.9276053323e-02 9.9274027785e-02
0.16250000 1.0269084452e-01 1.0268881130e-01
0.16750000 1.0612275246e-01 1.0612071149e-01
0.17250000 1.0957186295e-01 1.0956981416e-01
0.17750000 1.1303826222e-01 1.1303620552e-01
0.18250000 1.1652203692e-01 1.1651997224e-01
0.18750000 1.2002327414e-01 1.2002120141e-01
0.19250000 1.2354206143e-01 1.2353998057e-01
0.19750000 1.2707848676e-01 1.2707639769e-01
0.20250000 1.3063263852e-01 1.3063054116e-01
0.20750000 1.3420460558e-01 1.3420249986e-01
0.21250000 1.3779447724e-01 1.3779236307e-01
0.21750000 1.4140234324e-01 1.4140022055e-01
0.22250000 1.4502829378e-01 1.4502616249e-01
0.22750000 1.4867241952e-01 1.4867027953e-01
0.23250000 1.5233481154e-01 1.5233266279e-01
0.23750000 1.5601556143e-01 1.5601340383e-01
0.24250000 1.5971476118e-01 1.5971259465e-01
0.24750000 1.6343250329e-01 1.6343032775e-01
0.25250000 1.6716888070e-01 1.6716669605e-01
0.25750000 1.7092398682e-01 1.7092179299e-01
0.26250000 1.7469791553e-01 1.7469571242e-01
0.26750000 1.7849076117e-01 1.7848854871e-01
0.27250000 1.8230261857e-01 1.8230039667e-01
0.27750000 1.8613358302e-01 1.8613135159e-01
0.28250000 1.8998375030e-01 1.8998150926e-01
0.28750000 1.9385321667e-01 1.9385096592e-01
0.29250000 1.9774207886e-01 1.9773981831e-01
0.29750000 2.0165043409e-01 2.0164816366e-01
0.30250000 2.0557838007e-01 2.0557609967e-01
0.30750000 2.0952601501e-01 2.0952372454e-01
0.31250000 2.1349343759e-01 2.1349113696e-01
0.31750000 2.1748074700e-01 2.1747843612e-01
0.32250000 2.2148804292e-01 2.2148572170e-01
0.32750000 2.2551542554e-01 2.2551309388e-01
0.33250000 2.2956299554e-01 2.2956065335e-01
0.33750000 2.3363085411e-01 2.3362850130e-01
0.34250000 2.3771910295e-01 2.3771673942e-01
0.34750000 2.4182784426e-01 2.4182546992e-01
0.35250000 2.4595718077e-01 2.4595479551e-01
0.35750000 2.5010721571e-01 2.5010481944e-01
0.36250000 2.5427805283e-01 2.5427564544e-01
0.36750000 2.5846979640e-01 2.5846737780e-01
0.37250000 2.6268255122e-01 2.6268012131e-01
0.37750000 2.6691642260e-01 2.6691398128e-01
0.38250000 2.7117151639e-01 2.7116906356e-01
0.38750000 2.7544793897e-01 2.7544547453e-01
0.39250000 2.7974579726e-01 2.7974332110e-01
0.39750000 2.8406519870e-01 2.8406271072e-01
0.40250000 2.8840625127e-01 2.8840375136e-01
0.40750000 2.9276906350e-01 2.9276655156e-01
0.41250000 2.9715374447e-01 2.9715122039e-01
0.41750000 3.0156040378e-01 3.0155786747e-01
0.42250000 3.0598915161e-01 3.0598660295e-01
0.42750000 3.1044009868e-01 3.1043753756e-01
0.43250000 3.1491335627e-01 3.1491078258e-01
0.43750000 3.1940903619e-01 3.1940644983e-01
0.44250000 3.2392725085e-01 3.2392465170e-01
0.44750000 3.2846811321e-01 3.2846550116e-01
0.45250000 3.3303173678e-01 3.3302911172e-01
0.45750000 3.3761823565e-01 3.3761559747e-01
0.46250000 3.4222772450e-01 3.4222507308e-01
0.46750000 3.4686031855e-01 3.4685765378e-01
0.47250000 3.5151613362e-01 3.5151345539e-01
0.47750000 3.5619528611e-01 3.5619259430e-01
0.48250000 3.6089789300e-01 3.6089518749e-01
0.48750000 3.6562407186e-01 3.6562135253e-01
0.49250000 3.7037394083e-01 3.7037120757e-01
0.49750000 3.7514761868e-01 3.7514487135e-01
0.50250000 3.7994522473e-01 3.7994246323e-01
0.50750000 3.8476687893e-01 3.8476410313e-01
0.51250000 3.8961270182e-01 3.8960991161e-01
0.51750000 3.9448281455e-01 3.9448000980e-01
0.52250000 3.9937733888e-01 3.9937451946e-01
0.52750000 4.0429639716e-01 4.0429356296e-01
0.53250000 4.0924011238e-01 4.0923726326e-01
0.53750000 4.1420860812e-01 4.1420574396e-01
0.54250000 4.1920200860e-01 4.1919912927e-01
0.54750000 4.2422043866e-01 4.2421754403e-01
0.55250000 4.2926402376e-01 4.2926111371e-01
0.55750000 4.3433288998e-01 4.3432996437e-01
0.56250000 4.3942716406e-01 4.3942422276e-01
0.56750000 4.4454697334e-01 4.4454401623e-01
0.57250000 4.4969244583e-01 4.4968947277e-01
0.57750000 4.5486371016e-01 4.5486072101e-01
0.58250000 4.6006089561e-01 4.6005789025e-01
0.58750000 4.6528413212e-01 4.6528111040e-01
0.59250000 4.7053355026e-01 4.7053051206e-01
0.59750000 4.7580928128e-01 4.7580622645e-01
0.60250000 4.8111145707e-01 4.8110838546e-01
0.60750000 4.8644021017e-01 4.8643712166e-01
0.61250000 4.9179567382e-01 4.9179256827e-01
0.61750000 4.9717798190e-01 4.9717485916e-01
0.62250000 5.0258726896e-01 5.0258412889e-01
0.62750000 5.0802367025e-01 5.0802051270e-01
0.63250000 5.1348732167e-01 5.1348414650e-01
0.63750000 5.1897835981e-01 5.1897516688e-01
0.64250000 5.2449692195e-01 5.2449371111e-01
0.64750000 5.3004314606e-01 5.3003991716e-01
0.65250000 5.3561717079e-01 5.3561392369e-01
0.65750000 5.4121913549e-01 5.4121587004e-01
0.66250000 5.4684918021e-01 5.4684589626e-01
0.66750000 5.5250744572e-01 5.5250414310e-01
0.67250000 5.5819407345e-01 5.5819075203e-01
0.67750000 5.6390920558e-01 5.6390586520e-01
0.68250000 5.6965298500e-01 5.6964962549e-01
0.68750000 5.7542555528e-01 5.7542217651e-01
0.69250000 5.8122706076e-01 5.8122366255e-01
0.69750000 5.8705764646e-01 5.8705422867e-01
0.70250000 5.9291745816e-01 5.9291402062e-01
0.70750000 5.9880664235e-01 5.9880318490e-01
0.71250000 6.0472534625e-01 6.0472186873e-01
0.71750000 6.1067371785e-01 6.1067022010e-01
0.72250000 6.1665190584e-01 6.1664838770e-01
0.72750000 6.2266005969e-01 6.2265652099e-01
0.73250000 6.2869832960e-01 6.2869477017e-01
0.73750000 6.3476686652e-01 6.3476328620e-01
0.74250000 6.4086582218e-01 6.4086222080e-01
0.74750000 6.4699534904e-01 6.4699172643e-01
