# 3.4 normal plate velocity: H=200 Pe=10 tau=0.8 walls=moment
# y/H  theta_num  theta_ana
0.43500000 3.4682290702e-03 3.4722744862e-03
0.44000000 3.6484104285e-03 3.6526296158e-03
0.44500000 3.8378318564e-03 3.8422317508e-03
0.45000000 4.0369672036e-03 4.0415549950e-03
0.45500000 4.2463146198e-03 4.2510977605e-03
0.46000000 4.4663978008e-03 4.4713840134e-03
0.46500000 4.6977672987e-03 4.7029645839e-03
0.47000000 4.9410018989e-03 4.9464185442e-03
0.47500000 5.1967100682e-03 5.2023546560e-03
0.48000000 5.4655314769e-03 5.4714128928e-03
0.48500000 5.7481385988e-03 5.7542660404e-03
0.49000000 6.0452383934e-03 6.0516213789e-03
0.49500000 6.3575740748e-03 6.3642224517e-03
0.50000000 6.6859269705e-03 6.6928509243e-03
0.50500000 7.0311184762e-03 7.0383285389e-03
0.51000000 7.3940121102e-03 7.4015191696e-03
0.51500000 7.7755156740e-03 7.7833309821e-03
0.52000000 8.1765835230e-03 8.1847187049e-03
0.52500000 8.5982189538e-03 8.6066860163e-03
0.53000000 9.0414767143e-03 9.0502880544e-03
0.53500000 9.5074656419e-03 9.5166340553e-03
0.54000000 9.9973514374e-03 1.0006890127e-02
0.54500000 1.0512359581e-02 1.0522282165e-02
0.55000000 1.1053778399e-02 1.1064098918e-02
0.55500000 1.1622962284e-02 1.1633695210e-02
0.56000000 1.2221335086e-02 1.2232495328e-02
0.56500000 1.2850393673e-02 1.2861996584e-02
0.57000000 1.3511711674e-02 1.3523773061e-02
0.57500000 1.4206943419e-02 1.4219479543e-02
0.58000000 1.4937828073e-02 1.4950855659e-02
0.58500000 1.5706193992e-02 1.5719730230e-02
0.59000000 1.6513963291e-02 1.6528025843e-02
0.59500000 1.7363156656e-02 1.7377763659e-02
0.60000000 1.8255898399e-02 1.8271068464e-02
0.60500000 1.9194421769e-02 1.9210173986e-02
0.61000000 2.0181074543e-02 2.0197428478e-02
0.61500000 2.1218324895e-02 2.1235300590e-02
0.62000000 2.2308767572e-02 2.2326385543e-02
0.62500000 2.3455130387e-02 2.3473411617e-02
0.63000000 2.4660281038e-02 2.4679246977e-02
0.63500000 2.5927234286e-02 2.5946906837e-02
0.64000000 2.7259159495e-02 2.7279561008e-02
0.64500000 2.8659388561e-02 2.8680541819e-02
0.65000000 3.0131424245e-02 3.0153352453e-02
0.65500000 3.1678948939e-02 3.1701675702e-02
0.66000000 3.3305833873e-02 3.3329383182e-02
0.66500000 3.5016148804e-02 3.5040545009e-02
0.67000000 3.6814172192e-02 3.6839439979e-02
0.67500000 3.8704401907e-02 3.8730566267e-02
0.68000000 4.0691566480e-02 4.0718652673e-02
0.68500000 4.2780636928e-02 4.2808670448e-02
0.69000000 4.4976839193e-02 4.5005845726e-02
0.69500000 4.7285667215e-02 4.7315672590e-02
0.70000000 4.9712896674e-02 4.9743926809e-02
0.70500000 5.2264599438e-02 5.2296680284e-02
0.71000000 5.4947158755e-02 5.4980316229e-02
0.71500000 5.7767285215e-02 5.7801545131e-02
0.72000000 6.0732033544e-02 6.0767421532e-02
0.72500000 6.3848820250e-02 6.3885361668e-02
0.73000000 6.7125442170e-02 6.7163162013e-02
0.73500000 7.0570095984e-02 7.0609018775e-02
0.74000000 7.4191398711e-02 7.4231548392e-02
0.74500000 7.7998409269e-02 7.8039809073e-02
0.75000000 8.2000651138e-02 8.2043323455e-02
0.75500000 8.6208136180e-02 8.6252102409e-02
0.76000000 9.0631389685e-02 9.0676670074e-02
0.76500000 9.5281476702e-02 9.5328090174e-02
0.77000000 1.0017002972e-01 1.0021799368e-01
0.77500000 1.0530927776e-01 1.0535860791e-01
0.78000000 1.1071207699e-01 1.1076278706e-01
0.78500000 1.1639194284e-01 1.1644404440e-01
0.79000000 1.2236308387e-01 1.2241658603e-01
0.79500000 1.2864043725e-01 1.2869534642e-01
0.80000000 1.3523970619e-01 1.3529602574e-01
0.80500000 1.4217739918e-01 1.4223512912e-01
0.81000000 1.4947087130e-01 1.4953000794e-01
0.81500000 1.5713836763e-01 1.5719890320e-01
0.82000000 1.6519906890e-01 1.6526099113e-01
0.82500000 1.7367313946e-01 1.7373643114e-01
0.83000000 1.8258177774e-01 1.8264641626e-01
0.83500000 1.9194726927e-01 1.9201322608e-01
0.84000000 2.0179304242e-01 2.0186028251e-01
0.84500000 2.1214372700e-01 2.1221220832e-01
0.85000000 2.2302521593e-01 2.2309488871e-01
0.85500000 2.3446472993e-01 2.3453553606e-01
0.86000000 2.4649088567e-01 2.4656275794e-01
0.86500000 2.5913376735e-01 2.5920662868e-01
0.87000000 2.7242500193e-01 2.7249876453e-01
0.87500000 2.8639783829e-01 2.8647240276e-01
0.88000000 3.0108723035e-01 3.0116248474e-01
0.88500000 3.1652992458e-01 3.1660574333e-01
0.89000000 3.3276455184e-01 3.3284079472e-01
0.89500000 3.4983172408e-01 3.4990823499e-01
0.90000000 3.6777413593e-01 3.6785074164e-01
0.90500000 3.8663667147e-01 3.8671318028e-01
0.91000000 4.0646651651e-01 4.0654271682e-01
0.91500000 4.2731327669e-01 4.2738893545e-01
0.92000000 4.4922910150e-01 4.4930396256e-01
0.92500000 4.7226881475e-01 4.7234259713e-01
0.93000000 4.9649005176e-01 4.9656244776e-01
0.93500000 5.2195340349e-01 5.2202407669e-01
0.94000000 5.4872256813e-01 5.4879115124e-01
0.94500000 5.7686451044e-01 5.7693060306e-01
0.95000000 6.0644962928e-01 6.0651279542e-01
0.95500000 6.3755193370e-01 6.3761169922e-01
0.96000000 6.7024922809e-01 6.7030507791e-01
0.96500000 7.0462330681e-01 7.0467468197e-01
0.97000000 7.4076015879e-01 7.4080645331e-01
0.97500000 7.7875018268e-01 7.7879074019e-01
0.98000000 8.1868841291e-01 8.1872252309e-01
0.98500000 8.6067475752e-01 8.6070165229e-01
0.99000000 9.0481424800e-01 9.0483309747e-01
0.99500000 9.5121730210e-01 9.5122721022e-01
