# 3-D Hartmann: ny=65 nx=8 nz=8 Ha=0 nu=0.1 Pr_m=1
# B0=0.00000000e+00 F=3.90625000e-06  delta=L/Ha=0.0000 cells
# y/L  u_num  u_exact  b_num  b_exact
-1.00000000 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
-0.96875000 1.2263020832e-03 1.2304687500e-03 0.0000000000e+00 0.0000000000e+00
-0.93750000 2.4177083332e-03 2.4218750000e-03 0.0000000000e+00 0.0000000000e+00
-0.90625000 3.5700520831e-03 3.5742187500e-03 0.0000000000e+00 0.0000000000e+00
-0.87500000 4.6833333330e-03 4.6875000000e-03 0.0000000000e+00 0.0000000000e+00
-0.84375000 5.7575520829e-03 5.7617187500e-03 0.0000000000e+00 0.0000000000e+00
-0.81250000 6.7927083328e-03 6.7968750000e-03 0.0000000000e+00 0.0000000000e+00
-0.78125000 7.7888020827e-03 7.7929687500e-03 0.0000000000e+00 0.0000000000e+00
-0.75000000 8.7458333326e-03 8.7500000000e-03 0.0000000000e+00 0.0000000000e+00
-0.71875000 9.6638020825e-03 9.6679687500e-03 0.0000000000e+00 0.0000000000e+00
-0.68750000 1.0542708332e-02 1.0546875000e-02 0.0000000000e+00 0.0000000000e+00
-0.65625000 1.1382552082e-02 1.1386718750e-02 0.0000000000e+00 0.0000000000e+00
-0.62500000 1.2183333332e-02 1.2187500000e-02 0.0000000000e+00 0.0000000000e+00
-0.59375000 1.2945052082e-02 1.2949218750e-02 0.0000000000e+00 0.0000000000e+00
-0.56250000 1.3667708332e-02 1.3671875000e-02 0.0000000000e+00 0.0000000000e+00
-0.53125000 1.4351302082e-02 1.4355468750e-02 0.0000000000e+00 0.0000000000e+00
-0.50000000 1.4995833332e-02 1.5000000000e-02 0.0000000000e+00 0.0000000000e+00
-0.46875000 1.5601302082e-02 1.5605468750e-02 0.0000000000e+00 0.0000000000e+00
-0.43750000 1.6167708332e-02 1.6171875000e-02 0.0000000000e+00 0.0000000000e+00
-0.40625000 1.6695052082e-02 1.6699218750e-02 0.0000000000e+00 0.0000000000e+00
-0.37500000 1.7183333332e-02 1.7187500000e-02 0.0000000000e+00 0.0000000000e+00
-0.34375000 1.7632552082e-02 1.7636718750e-02 0.0000000000e+00 0.0000000000e+00
-0.31250000 1.8042708332e-02 1.8046875000e-02 0.0000000000e+00 0.0000000000e+00
-0.28125000 1.8413802082e-02 1.8417968750e-02 0.0000000000e+00 0.0000000000e+00
-0.25000000 1.8745833332e-02 1.8750000000e-02 0.0000000000e+00 0.0000000000e+00
-0.21875000 1.9038802082e-02 1.9042968750e-02 0.0000000000e+00 0.0000000000e+00
-0.18750000 1.9292708332e-02 1.9296875000e-02 0.0000000000e+00 0.0000000000e+00
-0.15625000 1.9507552082e-02 1.9511718750e-02 0.0000000000e+00 0.0000000000e+00
-0.12500000 1.9683333332e-02 1.9687500000e-02 0.0000000000e+00 0.0000000000e+00
-0.09375000 1.9820052081e-02 1.9824218750e-02 0.0000000000e+00 0.0000000000e+00
-0.06250000 1.9917708331e-02 1.9921875000e-02 0.0000000000e+00 0.0000000000e+00
-0.03125000 1.9976302081e-02 1.9980468750e-02 0.0000000000e+00 0.0000000000e+00
0.00000000 1.9995833331e-02 2.0000000000e-02 0.0000000000e+00 0.0000000000e+00
0.03125000 1.9976302081e-02 1.9980468750e-02 0.0000000000e+00 0.0000000000e+00
0.06250000 1.9917708331e-02 1.9921875000e-02 0.0000000000e+00 0.0000000000e+00
0.09375000 1.9820052081e-02 1.9824218750e-02 0.0000000000e+00 0.0000000000e+00
0.12500000 1.9683333332e-02 1.9687500000e-02 0.0000000000e+00 0.0000000000e+00
0.15625000 1.9507552082e-02 1.9511718750e-02 0.0000000000e+00 0.0000000000e+00
0.18750000 1.9292708332e-02 1.9296875000e-02 0.0000000000e+00 0.0000000000e+00
0.21875000 1.9038802082e-02 1.9042968750e-02 0.0000000000e+00 0.0000000000e+00
0.25000000 1.8745833332e-02 1.8750000000e-02 0.0000000000e+00 0.0000000000e+00
0.28125000 1.8413802082e-02 1.8417968750e-02 0.0000000000e+00 0.0000000000e+00
0.31250000 1.8042708332e-02 1.8046875000e-02 0.0000000000e+00 0.0000000000e+00
0.34375000 1.7632552082e-02 1.7636718750e-02 0.0000000000e+00 0.0000000000e+00
0.37500000 1.7183333332e-02 1.7187500000e-02 0.0000000000e+00 0.0000000000e+00
0.40625000 1.6695052082e-02 1.6699218750e-02 0.0000000000e+00 0.0000000000e+00
0.43750000 1.6167708332e-02 1.6171875000e-02 0.0000000000e+00 0.0000000000e+00
0.46875000 1.5601302082e-02 1.5605468750e-02 0.0000000000e+00 0.0000000000e+00
0.50000000 1.4995833332e-02 1.5000000000e-02 0.0000000000e+00 0.0000000000e+00
0.53125000 1.4351302082e-02 1.4355468750e-02 0.0000000000e+00 0.0000000000e+00
0.56250000 1.3667708332e-02 1.3671875000e-02 0.0000000000e+00 0.0000000000e+00
0.59375000 1.2945052082e-02 1.2949218750e-02 0.0000000000e+00 0.0000000000e+00
0.62500000 1.2183333332e-02 1.2187500000e-02 0.0000000000e+00 0.0000000000e+00
0.65625000 1.1382552082e-02 1.1386718750e-02 0.0000000000e+00 0.0000000000e+00
0.68750000 1.0542708332e-02 1.0546875000e-02 0.0000000000e+00 0.0000000000e+00
0.71875000 9.6638020825e-03 9.6679687500e-03 0.0000000000e+00 0.0000000000e+00
0.75000000 8.7458333326e-03 8.7500000000e-03 0.0000000000e+00 0.0000000000e+00
0.78125000 7.7888020827e-03 7.7929687500e-03 0.0000000000e+00 0.0000000000e+00
0.81250000 6.7927083328e-03 6.7968750000e-03 0.0000000000e+00 0.0000000000e+00
0.84375000 5.7575520829e-03 5.7617187500e-03 0.0000000000e+00 0.0000000000e+00
0.87500000 4.6833333330e-03 4.6875000000e-03 0.0000000000e+00 0.0000000000e+00
0.90625000 3.5700520831e-03 3.5742187500e-03 0.0000000000e+00 0.0000000000e+00
0.93750000 2.4177083332e-03 2.4218750000e-03 0.0000000000e+00 0.0000000000e+00
0.96875000 1.2263020832e-03 1.2304687500e-03 0.0000000000e+00 0.0000000000e+00
1.00000000 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
