# 3-D Hartmann: ny=33 nx=8 nz=8 Ha=1 nu=0.1 Pr_m=1
# B0=6.25000000e-03 F=1.69058860e-05  delta=L/Ha=16.0000 cells
# y/L  u_num  u_exact  b_num  b_exact
-1.00000000 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
-0.93750000 2.5784800492e-03 2.5956768821e-03 7.6444533167e-04 7.6449801437e-04
-0.87500000 4.9630135268e-03 4.9794439103e-03 1.3737964906e-03 1.3734390403e-03
-0.81250000 7.1448745253e-03 7.1606157061e-03 1.8404478222e-03 1.8397721468e-03
-0.75000000 9.1325901198e-03 9.1477152457e-03 2.1767998853e-03 2.1758891593e-03
-0.68750000 1.0933926548e-02 1.0948507164e-02 2.3947440726e-03 2.3936730812e-03
-0.62500000 1.2555921633e-02 1.2570028094e-02 2.5057091502e-03 2.5045445266e-03
-0.56250000 1.4004913438e-02 1.4018614164e-02 2.5207058874e-03 2.5195063467e-03
-0.50000000 1.5286565523e-02 1.5299925756e-02 2.4503700031e-03 2.4491866240e-03
-0.43750000 1.6405889113e-02 1.6418969623e-02 2.3050036289e-03 2.3038802014e-03
-0.37500000 1.7367262427e-02 1.7380118452e-02 2.0946154765e-03 2.0935889096e-03
-0.31250000 1.8174447355e-02 1.8187127955e-02 1.8289598791e-03 1.8280606495e-03
-0.25000000 1.8830603646e-02 1.8843151537e-02 1.5175748685e-03 1.5168274824e-03
-0.18750000 1.9338300733e-02 1.9350752626e-02 1.1698194399e-03 1.1692428767e-03
-0.12500000 1.9699527282e-02 1.9711914684e-02 7.9491014767e-04 7.9451825682e-04
-0.06250000 1.9915698561e-02 1.9928048958e-02 4.0195717331e-04 4.0175899677e-04
0.00000000 1.9987661649e-02 2.0000000000e-02 1.0069431539e-17 0.0000000000e+00
0.06250000 1.9915698561e-02 1.9928048958e-02 -4.0195717331e-04 -4.0175899677e-04
0.12500000 1.9699527282e-02 1.9711914684e-02 -7.9491014767e-04 -7.9451825682e-04
0.18750000 1.9338300733e-02 1.9350752626e-02 -1.1698194399e-03 -1.1692428767e-03
0.25000000 1.8830603646e-02 1.8843151537e-02 -1.5175748685e-03 -1.5168274824e-03
0.31250000 1.8174447355e-02 1.8187127955e-02 -1.8289598791e-03 -1.8280606495e-03
0.37500000 1.7367262427e-02 1.7380118452e-02 -2.0946154765e-03 -2.0935889096e-03
0.43750000 1.6405889113e-02 1.6418969623e-02 -2.3050036289e-03 -2.3038802014e-03
0.50000000 1.5286565523e-02 1.5299925756e-02 -2.4503700031e-03 -2.4491866240e-03
0.56250000 1.4004913438e-02 1.4018614164e-02 -2.5207058874e-03 -2.5195063467e-03
0.62500000 1.2555921633e-02 1.2570028094e-02 -2.5057091502e-03 -2.5045445266e-03
0.68750000 1.0933926548e-02 1.0948507164e-02 -2.3947440726e-03 -2.3936730812e-03
0.75000000 9.1325901198e-03 9.1477152457e-03 -2.1767998853e-03 -2.1758891593e-03
0.81250000 7.1448745253e-03 7.1606157061e-03 -1.8404478222e-03 -1.8397721468e-03
0.87500000 4.9630135268e-03 4.9794439103e-03 -1.3737964906e-03 -1.3734390403e-03
0.93750000 2.5784800492e-03 2.5956768821e-03 -7.6444533167e-04 -7.6449801437e-04
1.00000000 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
