# 3-D Hartmann: ny=33 nx=8 nz=8 Ha=10 nu=0.1 Pr_m=1
# B0=6.25000000e-02 F=7.81320941e-05  delta=L/Ha=1.6000 cells
# y/L  u_num  u_exact  b_num  b_exact
-1.00000000 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
-0.93750000 9.4456858010e-03 9.2956154152e-03 8.2599754376e-03 8.0455019819e-03
-0.87500000 1.4443108491e-02 1.4271199754e-02 1.2006479472e-02 1.1770972949e-02
-0.81250000 1.7060912361e-02 1.6934438045e-02 1.3373225206e-02 1.3184097985e-02
-0.75000000 1.8431864219e-02 1.8359966611e-02 1.3493484775e-02 1.3359513513e-02
-0.68750000 1.9149734833e-02 1.9122996757e-02 1.2960987321e-02 1.2872431026e-02
-0.62500000 1.9525610973e-02 1.9531416781e-02 1.2086694007e-02 1.2030739175e-02
-0.56250000 1.9722417119e-02 1.9750027181e-02 1.1033437478e-02 1.0999239113e-02
-0.50000000 1.9825464397e-02 1.9867038867e-02 9.8864767547e-03 9.8661429815e-03
-0.43750000 1.9879419666e-02 1.9929666918e-02 8.6904527351e-03 8.6786681532e-03
-0.37500000 1.9907668215e-02 1.9963182217e-02 7.4687400223e-03 7.4620897972e-03
-0.31250000 1.9922452120e-02 1.9981108434e-02 6.2335796676e-03 6.2299395938e-03
-0.25000000 1.9930177486e-02 1.9990678930e-02 4.9913851658e-03 4.9894658679e-03
-0.18750000 1.9934191425e-02 1.9995755471e-02 3.7455221310e-03 3.7445583414e-03
-0.12500000 1.9936232816e-02 1.9998386478e-02 2.4977668059e-03 2.4973176652e-03
-0.06250000 1.9937185915e-02 1.9999633583e-02 1.2490757028e-03 1.2489030470e-03
0.00000000 1.9937463535e-02 2.0000000000e-02 1.4859085556e-18 0.0000000000e+00
0.06250000 1.9937185915e-02 1.9999633583e-02 -1.2490757028e-03 -1.2489030470e-03
0.12500000 1.9936232816e-02 1.9998386478e-02 -2.4977668059e-03 -2.4973176652e-03
0.18750000 1.9934191425e-02 1.9995755471e-02 -3.7455221310e-03 -3.7445583414e-03
0.25000000 1.9930177486e-02 1.9990678930e-02 -4.9913851658e-03 -4.9894658679e-03
0.31250000 1.9922452120e-02 1.9981108434e-02 -6.2335796676e-03 -6.2299395938e-03
0.37500000 1.9907668215e-02 1.9963182217e-02 -7.4687400223e-03 -7.4620897972e-03
0.43750000 1.9879419666e-02 1.9929666918e-02 -8.6904527351e-03 -8.6786681532e-03
0.50000000 1.9825464397e-02 1.9867038867e-02 -9.8864767547e-03 -9.8661429815e-03
0.56250000 1.9722417119e-02 1.9750027181e-02 -1.1033437478e-02 -1.0999239113e-02
0.62500000 1.9525610973e-02 1.9531416781e-02 -1.2086694007e-02 -1.2030739175e-02
0.68750000 1.9149734833e-02 1.9122996757e-02 -1.2960987321e-02 -1.2872431026e-02
0.75000000 1.8431864219e-02 1.8359966611e-02 -1.3493484775e-02 -1.3359513513e-02
0.81250000 1.7060912361e-02 1.6934438045e-02 -1.3373225206e-02 -1.3184097985e-02
0.87500000 1.4443108491e-02 1.4271199754e-02 -1.2006479472e-02 -1.1770972949e-02
0.93750000 9.4456858010e-03 9.2956154152e-03 -8.2599754376e-03 -8.0455019819e-03
1.00000000 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
