# 3-D Hartmann: ny=17 nx=8 nz=8 Ha=1 nu=0.1 Pr_m=1
# B0=1.25000000e-02 F=6.76235442e-05  delta=L/Ha=8.0000 cells
# y/L  u_num  u_exact  b_num  b_exact
-1.00000000 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
-0.87500000 4.9138138280e-03 4.9794439103e-03 1.3729582509e-03 1.3734390403e-03
-0.75000000 9.0874425535e-03 9.1477152457e-03 2.1779513422e-03 2.1758891593e-03
-0.62500000 1.2513905881e-02 1.2570028094e-02 2.5079386803e-03 2.5045445266e-03
-0.50000000 1.5246915349e-02 1.5299925756e-02 2.4529589686e-03 2.4491866240e-03
-0.37500000 1.7329332454e-02 1.7380118452e-02 2.0970150961e-03 2.0935889096e-03
-0.25000000 1.8793839392e-02 1.8843151537e-02 1.5193884710e-03 1.5168274824e-03
-0.12500000 1.9663437577e-02 1.9711914684e-02 7.9588027566e-04 7.9451825682e-04
0.00000000 1.9951792677e-02 2.0000000000e-02 8.6401478272e-18 0.0000000000e+00
0.12500000 1.9663437577e-02 1.9711914684e-02 -7.9588027566e-04 -7.9451825682e-04
0.25000000 1.8793839392e-02 1.8843151537e-02 -1.5193884710e-03 -1.5168274824e-03
0.37500000 1.7329332454e-02 1.7380118452e-02 -2.0970150961e-03 -2.0935889096e-03
0.50000000 1.5246915349e-02 1.5299925756e-02 -2.4529589686e-03 -2.4491866240e-03
0.62500000 1.2513905881e-02 1.2570028094e-02 -2.5079386803e-03 -2.5045445266e-03
0.75000000 9.0874425535e-03 9.1477152457e-03 -2.1779513422e-03 -2.1758891593e-03
0.87500000 4.9138138280e-03 4.9794439103e-03 -1.3729582509e-03 -1.3734390403e-03
1.00000000 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
