# 3-D Hartmann: ny=17 nx=8 nz=8 Ha=0 nu=0.1 Pr_m=1
# B0=0.00000000e+00 F=6.25000000e-05  delta=L/Ha=0.0000 cells
# y/L  u_num  u_exact  b_num  b_exact
-1.00000000 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
-0.87500000 4.6208333330e-03 4.6875000000e-03 0.0000000000e+00 0.0000000000e+00
-0.75000000 8.6833333327e-03 8.7500000000e-03 0.0000000000e+00 0.0000000000e+00
-0.62500000 1.2120833332e-02 1.2187500000e-02 0.0000000000e+00 0.0000000000e+00
-0.50000000 1.4933333332e-02 1.5000000000e-02 0.0000000000e+00 0.0000000000e+00
-0.37500000 1.7120833332e-02 1.7187500000e-02 0.0000000000e+00 0.0000000000e+00
-0.25000000 1.8683333332e-02 1.8750000000e-02 0.0000000000e+00 0.0000000000e+00
-0.12500000 1.9620833332e-02 1.9687500000e-02 0.0000000000e+00 0.0000000000e+00
0.00000000 1.9933333332e-02 2.0000000000e-02 0.0000000000e+00 0.0000000000e+00
0.12500000 1.9620833332e-02 1.9687500000e-02 0.0000000000e+00 0.0000000000e+00
0.25000000 1.8683333332e-02 1.8750000000e-02 0.0000000000e+00 0.0000000000e+00
0.37500000 1.7120833332e-02 1.7187500000e-02 0.0000000000e+00 0.0000000000e+00
0.50000000 1.4933333332e-02 1.5000000000e-02 0.0000000000e+00 0.0000000000e+00
0.62500000 1.2120833332e-02 1.2187500000e-02 0.0000000000e+00 0.0000000000e+00
0.75000000 8.6833333327e-03 8.7500000000e-03 0.0000000000e+00 0.0000000000e+00
0.87500000 4.6208333330e-03 4.6875000000e-03 0.0000000000e+00 0.0000000000e+00
1.00000000 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
